Date,DayOfMonth,Temp_Max,Temp_Avg,Temp_Min,DewPt_Max,DewPt_Avg,DewPt_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precip,RandVal,DayOfWeek,Weekend,,,,,,,,,,,,,,,,,,,,
6/28/2023,28,96,84.5,77,77,72.8,63,94,71.7,33,10,4.8,0,29.9,29.9,29.8,0.03,0.902616662,Wed,0,,,,,,,,,,,,,,,,,,,,
6/29/2023,29,93,82.5,72,74,70.4,65,93,69.4,41,14,4.5,0,30,29.9,29.9,0,0.542121158,Thu,0,,,,,,,,,,,,,,,,,,,,
6/30/2023,30,93,82,73,76,70,65,94,70,42,13,4.9,0,30,30,29.9,0,0.629173342,Fri,0,,,,,,,,,,,,,,,,,,,,
7/1/2023,1,92,82.5,73,74,70.9,69,91,69.9,48,13,4.5,0,30,30,29.9,0,0.395620204,Sat,1,,,,,,,,,,,,,,,,,,,,
7/2/2023,2,95,84.2,74,75,72.5,69,94,70,47,14,5,0,30,29.9,29.9,0,0.830108238,Sun,1,,,,,,,,,,,,,,,,,,,,
7/3/2023,3,97,84,76,75,72.1,70,85,68.6,43,15,5.5,0,30,30,29.9,0,0.089626836,Mon,0,,,,,,,,,,,,,,,,,,,,
7/4/2023,4,94,84.8,75,77,73.8,69,94,71.4,52,16,6,0,30,30,30,0,0.73265774,Tue,0,,,,,,,,,,,,,,,,,,,,
7/5/2023,5,98,85.1,77,76,74.2,72,88,71.3,43,14,6,0,30,30,29.9,0,0.963412188,Wed,0,,,,,,,,,,,,,,,,,,,,
7/6/2023,6,94,82.9,77,76,73.8,70,90,74.9,49,13,6.3,0,30,29.9,29.8,0,0.012822649,Thu,0,,,,,,,,,,,,,,,,,,,,
7/7/2023,7,91,78.5,73,77,73.1,71,94,84,59,32,10.7,0,29.9,29.9,29.8,0.26,0.574790099,Fri,0,,,,,,,,,,,,,,,,,,,,
7/8/2023,8,95,83.5,74,75,73.1,70,94,72.8,47,15,7.7,0,29.9,29.9,29.8,2.03,0.594697861,Sat,1,,,,,,,,,,,,,,,,,,,,
7/9/2023,9,91,82.3,77,77,74.1,71,90,76.8,57,21,9.5,5,29.9,29.9,29.9,0,0.097365569,Sun,1,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,88,80.1,75,77,74.7,71,94,83.9,65,36,11.7,5,29.9,29.9,29.9,0.04,0.127025513,Mon,0,,,,,,,,,,,,,,,,,,,,
7/11/2023,11,89,81.6,77,78,75,73,94,80.8,63,10,5.8,0,30,30,29.9,0.23,0.334117647,Tue,0,,,,,,,,,,,,,,,,,,,,
7/12/2023,12,95,81.5,76,77,73.4,67,96,78.7,42,23,5.2,0,30,30,29.9,0,0.27017832,Wed,0,,,,,,,,,,,,,,,,,,,,
7/13/2023,13,95,83.4,76,75,73.7,72,94,74.3,49,15,4.9,0,30,29.9,29.9,0.02,0.037889091,Thu,0,,,,,,,,,,,,,,,,,,,,
7/14/2023,14,92,80.9,74,76,73.9,70,94,80.5,48,26,6.4,0,30,29.9,29.9,0,0.438924468,Fri,0,,,,,,,,,,,,,,,,,,,,
7/15/2023,15,92,83.7,77,76,74.5,73,90,75,55,21,9,0,30,29.9,29.9,0.14,0.192700871,Sat,1,,,,,,,,,,,,,,,,,,,,
7/16/2023,16,95,83.4,76,77,75.1,71,93,77,52,18,9.1,3,30,29.9,29.9,0,0.383908566,Sun,1,,,,,,,,,,,,,,,,,,,,
7/17/2023,17,93,81.3,76,79,75.7,73,94,83.9,59,26,5,0,30,29.9,29.9,0.08,0.836247679,Mon,0,,,,,,,,,,,,,,,,,,,,
7/18/2023,18,95,83.8,74,75,72.2,69,94,70.6,44,10,4.2,0,30.1,30,30,0.18,0.651371843,Tue,0,,,,,,,,,,,,,,,,,,,,
7/19/2023,19,97,85.4,75,79,74.4,71,94,71.6,43,13,4.8,0,30.1,30.1,30,0,0.520437056,Wed,0,,,,,,,,,,,,,,,,,,,,
7/20/2023,20,98,87.4,77,78,74.1,70,90,67.2,43,10,5.2,0,30.1,30,30,0,0.693979845,Thu,0,,,,,,,,,,,,,,,,,,,,
7/21/2023,21,98,87.9,77,77,74.3,73,88,65.8,46,13,8,0,30,29.9,29.8,0,0.245492868,Fri,0,,,,,,,,,,,,,,,,,,,,
7/22/2023,22,97,81.4,74,76,72.3,69,91,75.7,46,29,11.1,0,29.9,29.9,29.8,0,0.506530421,Sat,1,,,,,,,,,,,,,,,,,,,,
7/23/2023,23,90,78,73,77,73.1,71,94,85.3,63,25,5.8,0,30,30,29.9,0.07,0.989491506,Sun,1,,,,,,,,,,,,,,,,,,,,
7/24/2023,24,94,82.6,75,75,73.1,71,94,75,49,13,5.2,0,30.1,30,30,0.38,0.971754601,Mon,0,,,,,,,,,,,,,,,,,,,,
7/25/2023,25,93,79.5,74,77,73.3,69,97,82.6,50,14,3.4,0,30.1,30.1,30,0,0.352333476,Tue,0,,,,,,,,,,,,,,,,,,,,
7/26/2023,26,92,81.8,71,75,72.3,69,93,74.7,54,13,5.1,0,30.1,30.1,30,0.05,0.830255367,Wed,0,,,,,,,,,,,,,,,,,,,,
7/27/2023,27,92,82.7,75,77,74.4,73,94,77.1,55,15,5.8,0,30.1,30,30,0,0.412324575,Thu,0,,,,,,,,,,,,,,,,,,,,
7/28/2023,28,86,78.9,75,76,75.2,74,100,88.5,70,22,6.8,0,30.1,30,30,0.46,0.579743952,Fri,0,,,,,,,,,,,,,,,,,,,,
7/29/2023,29,93,81.5,75,75,73.7,71,94,78.4,54,16,5.6,0,30.1,30,30,0.69,0.05216536,Sat,1,,,,,,,,,,,,,,,,,,,,
7/30/2023,30,99,81.8,73,77,73,70,94,76.7,43,28,10,3,30.1,30,29.9,0,0.160641401,Sun,1,,,,,,,,,,,,,,,,,,,,
7/31/2023,31,91,78.2,73,76,72.8,71,94,84.3,59,17,3.1,0,30,29.9,29.9,1.18,0.19847542,Mon,0,,,,,,,,,,,,,,,,,,,,
